,SearchNames,Author,NoPapers
2755,AU=OZEN SEVILAY,OZEN SEVILAY,0
2756,AU=BERTLEK SEYDI,BERTLEK SEYDI,1
2757,AU=OKUMUS SEYDI,OKUMUS SEYDI,32
2758,AU=KOKLU SEYFETTIN,KOKLU SEYFETTIN,210
2759,AU=TURKMEN SEYFULLAH,TURKMEN SEYFULLAH,0
2760,AU=EMIR SEYFI,EMIR SEYFI,20
2761,AU=SARGIN SEYIT,SARGIN SEYIT,0
2762,AU=KOSE SEYIT,KOSE SEYIT,10
2763,AU=DELIDUMAN SEYITHAN,DELIDUMAN SEYITHAN,0
2764,AU=CAKMAK SEYITHAN,CAKMAK SEYITHAN,0
2765,AU=APILIOGULLARI SEZA,APILIOGULLARI SEZA,61
2766,AU=KALAFAT SEZAI,KALAFAT SEZAI,1
2767,AU=TEMELLI SEZAI,TEMELLI SEZAI,1
2768,AU=SASMAZ SEZAI,SASMAZ SEZAI,12
2769,AU=OCAK SEZEN,OCAK SEZEN,12
2770,AU=KISA SEZER,KISA SEZER,21
2771,AU=OZSOY SECKIN,OZSOY SECKIN,1
2772,AU=ARSLAN SIDDIK,ARSLAN SIDDIK,7
2773,AU=KUTSAL SIDDIK,KUTSAL SIDDIK,0
2774,AU=MALKOC SIDDIK,MALKOC SIDDIK,31
2775,AU=BAYTAK SITKI,BAYTAK SITKI,14
2776,AU=DUMAN SITKI,DUMAN SITKI,7
2777,AU=ERMIS SITKI,ERMIS SITKI,28
2778,AU=CORBACIOGLU SITKI,CORBACIOGLU SITKI,7
2779,AU=AKKOC SONER,AKKOC SONER,2
2780,AU=GIREN SONGUL,GIREN SONGUL,0
2781,AU=ACAR SRDAR,ACAR SRDAR,0
2782,AU=ASKIN SUAT,ASKIN SUAT,2
2783,AU=KESKIN SUAT,KESKIN SUAT,24
2784,AU=SOYDEMIR SUAT,SOYDEMIR SUAT,0
2785,AU=ZEYREK SUAT,ZEYREK SUAT,1
2786,AU=BISKIN SULTAN,BISKIN SULTAN,14
2787,AU=KABA SULTAN,KABA SULTAN,22
2788,AU=KURT SULTAN,KURT SULTAN,2
2789,AU=BASAK SUNA,BASAK SUNA,2
2790,AU=SACAN SUNAY,SACAN SUNAY,0
2791,AU=SACAR SUZAN,SACAR SUZAN,32
2792,AU=YAZICI SUZAN,YAZICI SUZAN,2
2793,AU=KARAKUS SUZAN,KARAKUS SUZAN,3
2794,AU=AYHAN SUZI,AYHAN SUZI,8
2795,AU=ARSLAN SONMEZ,ARSLAN SONMEZ,6
2796,AU=PAMUK SONMEZ,PAMUK SONMEZ,4
2797,AU=DIKICI SUBER,DIKICI SUBER,21
2798,AU=ZOROGLU SULEMAN,ZOROGLU SULEMAN,0
2799,AU=CARSANCAKLI SULEYMAN,CARSANCAKLI SULEYMAN,5
2800,AU=ALTINTAS SULEYMAN,ALTINTAS SULEYMAN,2
2801,AU=AYDIN SULEYMAN,AYDIN SULEYMAN,152
2802,AU=AYVAZ SULEYMAN,AYVAZ SULEYMAN,24
2803,AU=BASLAR SULEYMAN,BASLAR SULEYMAN,7
2804,AU=BOREKCI SULEYMAN,BOREKCI SULEYMAN,0
2805,AU=BUYUKBERBER SULEYMAN,BUYUKBERBER SULEYMAN,149
2806,AU=CENGIZ SULEYMAN,CENGIZ SULEYMAN,3
2807,AU=CENKCI SULEYMAN,CENKCI SULEYMAN,8
2808,AU=DEMIR SULEYMAN,DEMIR SULEYMAN,62
2809,AU=DEMIRCI SULEYMAN,DEMIRCI SULEYMAN,2
2810,AU=ERCAN SULEYMAN,ERCAN SULEYMAN,55
2811,AU=GOREN SULEYMAN,GOREN SULEYMAN,1
2812,AU=SEVILGEN SULEYMAN,SEVILGEN SULEYMAN,6
2813,AU=SAHIN SULEYMAN,SAHIN SULEYMAN,52
2814,AU=KAHRAMAN SULEYMAN,KAHRAMAN SULEYMAN,9
2815,AU=KARACELIL SULEYMAN,KARACELIL SULEYMAN,1
2816,AU=KARSLI SULEYMAN,KARSLI SULEYMAN,4
2817,AU=KAVAK SULEYMAN,KAVAK SULEYMAN,3
2818,AU=KIZIL SULEYMAN,KIZIL SULEYMAN,27
2819,AU=SARIBAS SULEYMAN,SARIBAS SULEYMAN,1
2820,AU=SEMIZ SULEYMAN,SEMIZ SULEYMAN,4
2821,AU=SEYDI SULEYMAN,SEYDI SULEYMAN,2
2822,AU=TERZIOGLU SULEYMAN,TERZIOGLU SULEYMAN,0
2823,AU=SIVRI SULEYMAN,SIVRI SULEYMAN,0
2824,AU=TURK SULEYMAN,TURK SULEYMAN,60
2825,AU=ULUTURK SULEYMAN,ULUTURK SULEYMAN,0
2826,AU=YAZAR SULEYMAN,YAZAR SULEYMAN,38
2827,AU=YUKSEL SULEYMAN,YUKSEL SULEYMAN,3
2828,AU=CAKICI SULEYMAN,CAKICI SULEYMAN,3
2829,AU=CELIK SULEYMAN,CELIK SULEYMAN,34
2830,AU=OZEREN SULEYMAN,OZEREN SULEYMAN,2
2831,AU=ULGER SULEYMAN,ULGER SULEYMAN,2
2832,AU=IC SULEYMAN,IC SULEYMAN,0
2833,AU=SIMSEK SULEYMAN,SIMSEK SULEYMAN,8
2834,AU=KOCTURK SUMEYRA,KOCTURK SUMEYRA,1
2835,AU=BAHSI SUMEYYE,BAHSI SUMEYYE,0
2836,AU=KARACABEY SUREYYA,KARACABEY SUREYYA,0
2837,AU=UNAL SUZAN,UNAL SUZAN,0
2838,AU=AYIK SIBEL,AYIK SIBEL,14
2839,AU=DOGRU SIBEL,DOGRU SIBEL,2
2840,AU=DIKMEN SIBEL,DIKMEN SIBEL,5
2841,AU=PERCINEL SIBEL,PERCINEL SIBEL,19
2842,AU=AYDIN SINAN,AYDIN SINAN,11
2843,AU=KOCAMAN SINAN,KOCAMAN SINAN,80
2844,AU=SARISOY SINAN,SARISOY SINAN,0
2845,AU=TAN SINAN,TAN SINAN,41
2846,AU=TOZOGLU SINAN,TOZOGLU SINAN,20
2847,AU=TUNCEL SINAN,TUNCEL SINAN,6
2848,AU=ULU SINAN,ULU SINAN,6
2849,AU=YASAR SINAN,YASAR SINAN,3
2850,AU=YORUK SINAN,YORUK SINAN,1
2851,AU=CIFTCI SINAN,CIFTCI SINAN,0
2852,AU=CITCI SINAN,CITCI SINAN,0
2853,AU=OZGELEN SINAN,OZGELEN SINAN,8
2854,AU=KOSEOGLU SINEM,KOSEOGLU SINEM,3
2855,AU=GOKCESID SINEM,GOKCESID SINEM,0
2856,AU=AZERI SIYAVES,AZERI SIYAVES,7
2857,AU=YILDIRIM TACETTIN,YILDIRIM TACETTIN,6
2858,AU=ORNEK TACETTIN,ORNEK TACETTIN,21
2859,AU=KARAMAN TAHA,KARAMAN TAHA,2
2860,AU=BOYRAZ TAHSIN,BOYRAZ TAHSIN,6
2861,AU=DELICAY TAHSIN,DELICAY TAHSIN,0
2862,AU=SOGUT TAHSIN,SOGUT TAHSIN,14
2863,AU=YAKUT TAHSIN,YAKUT TAHSIN,51
2864,AU=YILDIRIM TAHSIN,YILDIRIM TAHSIN,25
2865,AU=AYATA TAHIR,AYATA TAHIR,7
2866,AU=SEVINC TAHIR,SEVINC TAHIR,2
2867,AU=OZKAN TAHIR,OZKAN TAHIR,0
2868,AU=ARTUN TALAT,ARTUN TALAT,0
2869,AU=KAHYAOGLU TALIP,KAHYAOGLU TALIP,20
2870,AU=CEVIK TALIP,CEVIK TALIP,2
2871,AU=ALISKAN TAMER,ALISKAN TAMER,2
2872,AU=BASKAL TAMER,BASKAL TAMER,4
2873,AU=UCAR TAMER,UCAR TAMER,6
2874,AU=COSKUN TAMER,COSKUN TAMER,67
2875,AU=UYSAL TANCAN,UYSAL TANCAN,96
2876,AU=ARSLAN TANER,ARSLAN TANER,21
2877,AU=TOPAL TANER,TOPAL TANER,4
2878,AU=OZBENLI TANER,OZBENLI TANER,7
2879,AU=ULUCAY TARIK,ULUCAY TARIK,4
2880,AU=KORUCU TAYFUN,KORUCU TAYFUN,9
2881,AU=KOC TAYLAN,KOC TAYLAN,0
2882,AU=KARGIN TAYYIBE,KARGIN TAYYIBE,0
2883,AU=OZDES TASKIN,OZDES TASKIN,13
2884,AU=INAN TASKIN,INAN TASKIN,1
2885,AU=BAGLAM TEKIN,BAGLAM TEKIN,36
2886,AU=TAS TEKIN,TAS TEKIN,31
2887,AU=BAYRAK TEMEL,BAYRAK TEMEL,4
2888,AU=DEMIREL TEOMAN,DEMIREL TEOMAN,0
2889,AU=AYSU TEVFIK,AYSU TEVFIK,30
2890,AU=DEMIRCI TEVFIK,DEMIRCI TEVFIK,5
2891,AU=GUNES TEVFIK,GUNES TEVFIK,36
2892,AU=ONGAN TEVFIK,ONGAN TEVFIK,0
2893,AU=PINAR TEVFIK,PINAR TEVFIK,16
2894,AU=YAVUZ TEVFIK,YAVUZ TEVFIK,20
2895,AU=ZIYPAK TEVFIK,ZIYPAK TEVFIK,36
2896,AU=DURNA TEZCAN,DURNA TEZCAN,1
2897,AU=PARALI TEZCAN,PARALI TEZCAN,3
2898,AU=ATAY TOLGA,ATAY TOLGA,31
2899,AU=KABACA TOLGA,KABACA TOLGA,5
2900,AU=TOREN TOLGA,TOREN TOLGA,1
2901,AU=ARI TUBA,ARI TUBA,2
2902,AU=EJDER TUBA,EJDER TUBA,0
2903,AU=KARABOGA TUBA,KARABOGA TUBA,1
2904,AU=KIYAN TUBA,KIYAN TUBA,4
2905,AU=TEMEL TUBA,TEMEL TUBA,0
2906,AU=AYTAC TUFAN,AYTAC TUFAN,4
2907,AU=BAL TUFAN,BAL TUFAN,14
2908,AU=KUZPINARI TUFAN,KUZPINARI TUFAN,1
2909,AU=ATALAY TUGAY,ATALAY TUGAY,17
2910,AU=OZGISI TUNCA,OZGISI TUNCA,0
2911,AU=DELIBASI TUNCAY,DELIBASI TUNCAY,136
2912,AU=DURNA TUNCAY,DURNA TUNCAY,0
2913,AU=KAMAS TUNCAY,KAMAS TUNCAY,10
2914,AU=KANER TUNCAY,KANER TUNCAY,29
2915,AU=DEMIR TUNCER,DEMIR TUNCER,48
2916,AU=KILIC TUNCER,KILIC TUNCER,0
2917,AU=GEYIKLI TURABI,GEYIKLI TURABI,4
2918,AU=AKTAS TURAN,AKTAS TURAN,6
2919,AU=BATAR TURAN,BATAR TURAN,3
2920,AU=KARACA TURAN,KARACA TURAN,45
2921,AU=YAZICILAR TURAN,YAZICILAR TURAN,7
2922,AU=TEMUR TURAN,TEMUR TURAN,3
2923,AU=USLU TURAN,USLU TURAN,7
2924,AU=CALBAN TURAN,CALBAN TURAN,11
2925,AU=CELEB TURAN,CELEB TURAN,0
2926,AU=ISIK TURGAY,ISIK TURGAY,65
2927,AU=POLAT TURGAY,POLAT TURGAY,9
2928,AU=TAY TURGAY,TAY TURGAY,29
2929,AU=TEKINAY TURGAY,TEKINAY TURGAY,68
2930,AU=UNIVERSITYER TURGAY,UNIVERSITYER TURGAY,0
2931,AU=YAZAR TURGAY,YAZAR TURGAY,1
2932,AU=GOKSU TURGUT,GOKSU TURGUT,0
2933,AU=KOCATURK TURGUT,KOCATURK TURGUT,9
2934,AU=YELOGLU TURGUT,YELOGLU TURGUT,2
2935,AU=GULSAR TUGBA,GULSAR TUGBA,0
2936,AU=SARISAHIN TUGBA,SARISAHIN TUGBA,1
2937,AU=YANIK TUGRUL,YANIK TUGRUL,4
2938,AU=BORAN TUGCE,BORAN TUGCE,1
2939,AU=YENICERI TULAY,YENICERI TULAY,0
2940,AU=OZLU TULAY,OZLU TULAY,19
2941,AU=SAGLAM TULIN,SAGLAM TULIN,0
2942,AU=GUVEN TUMER,GUVEN TUMER,18
2943,AU=SERT TIJEN,SERT TIJEN,1
2944,AU=AYHAN TIMUR,AYHAN TIMUR,6
2945,AU=KESKINTURK TIMUR,KESKINTURK TIMUR,4
2946,AU=TEZEL TIMUR,TEZEL TIMUR,7
2947,AU=AYDOGAN TIMUCIN,AYDOGAN TIMUCIN,18
2948,AU=DOGUC UFUK,DOGUC UFUK,1
2949,AU=DURNA UFUK,DURNA UFUK,2
2950,AU=TAS UFUK,TAS UFUK,23
2951,AU=OZUGUZ UFUK,OZUGUZ UFUK,27
2952,AU=CAGATAY ULUC,CAGATAY ULUC,0
2953,AU=ARIOZ UMUT,ARIOZ UMUT,12
2954,AU=GULACTI UMUT,GULACTI UMUT,32
2955,AU=GOLGE UMUT,GOLGE UMUT,28
2956,AU=ERDOGAN UTKU,ERDOGAN UTKU,6
2957,AU=SAYIN UTKU,SAYIN UTKU,3
2958,AU=KERMAN UYSAL,KERMAN UYSAL,2
2959,AU=ACAR UGUR,ACAR UGUR,35
2960,AU=BAYTUN UGUR,BAYTUN UGUR,0
2961,AU=CAMCI UGUR,CAMCI UGUR,7
2962,AU=FIRAT UGUR,FIRAT UGUR,41
2963,AU=GOKTAS UGUR,GOKTAS UGUR,25
2964,AU=KADAK UGUR,KADAK UGUR,24
2965,AU=KARA UGUR,KARA UGUR,6
2966,AU=KARAAGAC UGUR,KARAAGAC UGUR,0
2967,AU=KOLTUKSUZ UGUR,KOLTUKSUZ UGUR,9
2968,AU=YILDIRIM UGUR,YILDIRIM UGUR,22
2969,AU=CAKIR UGUR,CAKIR UGUR,26
2970,AU=CAKIR UGUR,CAKIR UGUR,26
2971,AU=COSKUN UGUR,COSKUN UGUR,173
2972,AU=COMLEKCIOGLU UGUR,COMLEKCIOGLU UGUR,10
2973,AU=OZCAN UGUR,OZCAN UGUR,21
2974,AU=OGUSGIL VAHAP,OGUSGIL VAHAP,3
2975,AU=OVACI VAHAP,OVACI VAHAP,0
2976,AU=SARICICEK VAHAP,SARICICEK VAHAP,19
2977,AU=AYTEKIN VAHIT,AYTEKIN VAHIT,0
2978,AU=KAPLANOGLU VAHIT,KAPLANOGLU VAHIT,11
2979,AU=TANE VAHIT,TANE VAHIT,0
2980,AU=ARSLAN VASFI,ARSLAN VASFI,0
2981,AU=ARI VEDAT,ARI VEDAT,5
2982,AU=BAL VEDAT,BAL VEDAT,1
2983,AU=DAL VEDAT,DAL VEDAT,14
2984,AU=DAVUTOGLU VEDAT,DAVUTOGLU VEDAT,125
2985,AU=DEMIR VEDAT,DEMIR VEDAT,9
2986,AU=OZCAN VEDAT,OZCAN VEDAT,0
2987,AU=KARTALCIK VEDAT,KARTALCIK VEDAT,0
2988,AU=LACINER VEDAT,LACINER VEDAT,0
2989,AU=KARSLI VEDAT,KARSLI VEDAT,5
2990,AU=SIAP VEDAT,SIAP VEDAT,5
2991,AU=AKSOY VELI,AKSOY VELI,0
2992,AU=GORGEN VELI,GORGEN VELI,1
2993,AU=BERK VELI,BERK VELI,71
2994,AU=DENIZ VELI,DENIZ VELI,20
2995,AU=GOK VELI,GOK VELI,21
2996,AU=KARAGOZ VELI,KARAGOZ VELI,0
2997,AU=MERT VELI,MERT VELI,0
2998,AU=TURKMENOGLU VELI,TURKMENOGLU VELI,2
2999,AU=UGURCU VELI,UGURCU VELI,11
3000,AU=YILDIRIM VELI,YILDIRIM VELI,16
3001,AU=CAGLAR VELI,CAGLAR VELI,12
3002,AU=CITISLI VELI,CITISLI VELI,12
3003,AU=OZTURK VELI,OZTURK VELI,19
3004,AU=ASOGLU VEYSEL,ASOGLU VEYSEL,0
3005,AU=AYHAN VEYSEL,AYHAN VEYSEL,10
3006,AU=AGCA VEYSEL,AGCA VEYSEL,4
3007,AU=DEMIR VEYSEL,DEMIR VEYSEL,54
3008,AU=ERGIN VEYSEL,ERGIN VEYSEL,0
3009,AU=KUSCU VEYSEL,KUSCU VEYSEL,1
3010,AU=NARGUL VEYSEL,NARGUL VEYSEL,0
3011,AU=OKUMUS VEYSI,OKUMUS VEYSI,31
3012,AU=ONER VEYSI,ONER VEYSI,41
3013,AU=OZTURK VEYSI,OZTURK VEYSI,4
3014,AU=ERTURK VOLKAN,ERTURK VOLKAN,0
3015,AU=SOLMAZ VOLKAN,SOLMAZ VOLKAN,36
3016,AU=SENYUREK VOLKAN,SENYUREK VOLKAN,12
3017,AU=BOSNAK VUSLAT,BOSNAK VUSLAT,20
3018,AU=MOTOR VICDAN,MOTOR VICDAN,13
3019,AU=ZORBA YAHYA,ZORBA YAHYA,17
3020,AU=YASAR YAHYA,YASAR YAHYA,0
3021,AU=CELIK YAHYA,CELIK YAHYA,53
3022,AU=ISLAMOGLU YAHYA,ISLAMOGLU YAHYA,34
3023,AU=EGERCIOGLU YAKUP,EGERCIOGLU YAKUP,9
3024,AU=GONEN YAKUP,GONEN YAKUP,0
3025,AU=KESKIN YAKUP,KESKIN YAKUP,1
3026,AU=SEKMEN YAKUP,SEKMEN YAKUP,6
3027,AU=TURKEL YAKUP,TURKEL YAKUP,19
3028,AU=UMUCU YAKUP,UMUCU YAKUP,7
3029,AU=YILDIRIM YAKUP,YILDIRIM YAKUP,68
3030,AU=BAY YALCIN,BAY YALCIN,0
3031,AU=BAS YALCIN,BAS YALCIN,24
3032,AU=GOLCUK YALCIN,GOLCUK YALCIN,17
3033,AU=YESIL YALCIN,YESIL YALCIN,8
3034,AU=COPUR YALCIN,COPUR YALCIN,9
3035,AU=ALPER YASEMIN,ALPER YASEMIN,1
3036,AU=BULUT YASEMIN,BULUT YASEMIN,33
3037,AU=KAYMAKCI YASEMIN,KAYMAKCI YASEMIN,0
3038,AU=GULUM YASEMIN,GULUM YASEMIN,0
3039,AU=ISIK YASEMIN,ISIK YASEMIN,19
3040,AU=BALCI YASEMIN,BALCI YASEMIN,72
3041,AU=KARACA YASEMIN,KARACA YASEMIN,1
3042,AU=TEKIN YASEMIN,TEKIN YASEMIN,1
3043,AU=SOYORAL YASEMIN,SOYORAL YASEMIN,36
3044,AU=OZGUN YASEMIN,OZGUN YASEMIN,0
3045,AU=ABUL YASIN,ABUL YASIN,30
3046,AU=ASLAN YASIN,ASLAN YASIN,0
3047,AU=ATAC YASIN,ATAC YASIN,2
3048,AU=AVCI YASIN,AVCI YASIN,1
3049,AU=BEZ YASIN,BEZ YASIN,53
3050,AU=BULUT YASIN,BULUT YASIN,6
3051,AU=KARADAG YASIN,KARADAG YASIN,11
3052,AU=KIRILMIS YASIN,KIRILMIS YASIN,0
3053,AU=SARI YASIN,SARI YASIN,10
3054,AU=SARIKAYA YASIN,SARIKAYA YASIN,9
3055,AU=KARAKUS YASIN,KARAKUS YASIN,16
3056,AU=YAYLAR YASIN,YAYLAR YASIN,0
3057,AU=GULEN YASIR,GULEN YASIR,4
3058,AU=AKBAS YAVUZ,AKBAS YAVUZ,16
3059,AU=GUNES YAVUZ,GUNES YAVUZ,1
3060,AU=KAPLAN YAVUZ,KAPLAN YAVUZ,3
3061,AU=SALIHOGLU YAVUZ,SALIHOGLU YAVUZ,14
3062,AU=SELIM YAVUZ,SELIM YAVUZ,6
3063,AU=TAMA YAVUZ,TAMA YAVUZ,3
3064,AU=SOYDAN YAVUZ,SOYDAN YAVUZ,1
3065,AU=UYAR YAVUZ,UYAR YAVUZ,73
3066,AU=UGURLU YAVUZ,UGURLU YAVUZ,27
3067,AU=ADIGUZELLI YASAR,ADIGUZELLI YASAR,1
3068,AU=BOYACI YASAR,BOYACI YASAR,1
3069,AU=DURMAZ YASAR,DURMAZ YASAR,17
3070,AU=ERTURK YASAR,ERTURK YASAR,7
3071,AU=KARAASLAN YASAR,KARAASLAN YASAR,39
3072,AU=KOSAR YASAR,KOSAR YASAR,1
3073,AU=USLU YASAR,USLU YASAR,0
3074,AU=SEKER YASAR,SEKER YASAR,2
3075,AU=SEN YASAR,SEN YASAR,28
3076,AU=AYDIN YENER,AYDIN YENER,71
3077,AU=ACLAN YENER,ACLAN YENER,0
3078,AU=OZTURK YENER,OZTURK YENER,0
3079,AU=CEKICEL YESIM,CEKICEL YESIM,0
3080,AU=KALKAN YILDIRAY,KALKAN YILDIRAY,54
3081,AU=KESKIN YILDIRAY,KESKIN YILDIRAY,10
3082,AU=SISMAN YILDIRAY,SISMAN YILDIRAY,27
3083,AU=AKSOY YILMAZ,AKSOY YILMAZ,29
3084,AU=AKYUZ YILMAZ,AKYUZ YILMAZ,0
3085,AU=ARI YILMAZ,ARI YILMAZ,3
3086,AU=KAYA YILMAZ,KAYA YILMAZ,42
3087,AU=KILIC YILMAZ,KILIC YILMAZ,3
3088,AU=KIROGLU YILMAZ,KIROGLU YILMAZ,30
3089,AU=PALANCI YILMAZ,PALANCI YILMAZ,30
3090,AU=POLAT YILMAZ,POLAT YILMAZ,7
3091,AU=POLAT YILMAZ,POLAT YILMAZ,7
3092,AU=SAGLAM YILMAZ,SAGLAM YILMAZ,6
3093,AU=TURGUT YILMAZ,TURGUT YILMAZ,20
3094,AU=ZENGIN YILMAZ,ZENGIN YILMAZ,29
3095,AU=OZMEN YILMAZ,OZMEN YILMAZ,4
3096,AU=AYATA YUNUS,AYATA YUNUS,0
3097,AU=DOGAN YUNUS,DOGAN YUNUS,39
3098,AU=EKIN YUNUS,EKIN YUNUS,0
3099,AU=UCAN YUNUS,UCAN YUNUS,0
3100,AU=YANDI YUNUS,YANDI YUNUS,3
3101,AU=KARAKUYU YUNUS,KARAKUYU YUNUS,4
3102,AU=YILMAZ YUNUS,YILMAZ YUNUS,22
3103,AU=UGAN YUNUS,UGAN YUNUS,23
3104,AU=YILDIRIM YUNUS,YILDIRIM YUNUS,9
3105,AU=YILMAZ YUNUS,YILMAZ YUNUS,22
3106,AU=CENGELOGLU YUNUS,CENGELOGLU YUNUS,28
3107,AU=OZKANLAR YUNUSEMRE,OZKANLAR YUNUSEMRE,11
3108,AU=KARACA YUNIS,KARACA YUNIS,0
3109,AU=ARIKAN YUSUF,ARIKAN YUSUF,2
3110,AU=ATALAY YUSUF,ATALAY YUSUF,90
3111,AU=AY YUSUF,AY YUSUF,4
3112,AU=AYDIN YUSUF,AYDIN YUSUF,91
3113,AU=DEMIR YUSUF,DEMIR YUSUF,47
3114,AU=DEMIR YUSUF,DEMIR YUSUF,47
3115,AU=DENIZ YUSUF,DENIZ YUSUF,0
3116,AU=ESER YUSUF,ESER YUSUF,0
3117,AU=GUNER YUSUF,GUNER YUSUF,12
3118,AU=GUNES YUSUF,GUNES YUSUF,5
3119,AU=KARAASLAN YUSUF,KARAASLAN YUSUF,0
3120,AU=KESKIN YUSUF,KESKIN YUSUF,4
3121,AU=KILINC YUSUF,KILINC YUSUF,5
3122,AU=KOC YUSUF,KOC YUSUF,18
3123,AU=KOCAK YUSUF,KOCAK YUSUF,8
3124,AU=MACIT YUSUF,MACIT YUSUF,0
3125,AU=OYSAL YUSUF,OYSAL YUSUF,15
3126,AU=PACAL YUSUF,PACAL YUSUF,0
3127,AU=SAGIR YUSUF,SAGIR YUSUF,0
3128,AU=SEZEN YUSUF,SEZEN YUSUF,48
3129,AU=SOFUOGLU YUSUF,SOFUOGLU YUSUF,1
3130,AU=SOYUPEK YUSUF,SOYUPEK YUSUF,0
3131,AU=TAVIL YUSUF,TAVIL YUSUF,63
3132,AU=TIRASCI YUSUF,TIRASCI YUSUF,0
3133,AU=TOPAL YUSUF,TOPAL YUSUF,4
3134,AU=TURAN YUSUF,TURAN YUSUF,13
3135,AU=AYDOGDU YUSUF,AYDOGDU YUSUF,4
3136,AU=YESIL YUSUF,YESIL YUSUF,56
3137,AU=YUCEL YUSUF,YUCEL YUSUF,13
3138,AU=AKPINAR YUSUF,AKPINAR YUSUF,7
3139,AU=IGCI YUSUF,IGCI YUSUF,32
3140,AU=CETINDAG YUSUF,CETINDAG YUSUF,0
3141,AU=OZKAN YUSUF,OZKAN YUSUF,33
3142,AU=OZCOBAN YUSUF,OZCOBAN YUSUF,0
3143,AU=ALIHANOGLU YUSUF,ALIHANOGLU YUSUF,55
3144,AU=SAHHIN YUSUF,SAHHIN YUSUF,0
3145,AU=ASLAN YUCE,ASLAN YUCE,0
3146,AU=BASEGIT YUCEL,BASEGIT YUCEL,1
3147,AU=DEMIRCI YUCEL,DEMIRCI YUCEL,3
3148,AU=DEMIRER YUCEL,DEMIRER YUCEL,0
3149,AU=GONUL YUCEL,GONUL YUCEL,31
3150,AU=YAVUZ YUCEL,YAVUZ YUCEL,25
3151,AU=CENESIZ YUCEL,CENESIZ YUCEL,8
3152,AU=BOLEK YUKSEL,BOLEK YUKSEL,15
3153,AU=ELA YUKSEL,ELA YUKSEL,24
3154,AU=ISIK YUKSEL,ISIK YUKSEL,13
3155,AU=KORKMAZ YUKSEL,KORKMAZ YUKSEL,1
3156,AU=KOKSAL YUKSEL,KOKSAL YUKSEL,2
3157,AU=KOSEOGLU YUKSEL,KOSEOGLU YUKSEL,23
3158,AU=SAYAN YUKSEL,SAYAN YUKSEL,0
3159,AU=TASKIN YUKSEL,TASKIN YUKSEL,1
3160,AU=YILDIZ YUKSEL,YILDIZ YUKSEL,13
3161,AU=OZBAY YUKSEL,OZBAY YUKSEL,25
3162,AU=ACER ZABIT,ACER ZABIT,0
3163,AU=AKAN ZAFER,AKAN ZAFER,16
3164,AU=AKPINAR ZAFER,AKPINAR ZAFER,9
3165,AU=AYVAZ ZAFER,AYVAZ ZAFER,0
3166,AU=DOGAN ZAFER,DOGAN ZAFER,26
3167,AU=GURLER ZAFER,GURLER ZAFER,0
3168,AU=GUZEY ZAFER,GUZEY ZAFER,0
3169,AU=SARI ZAFER,SARI ZAFER,7
3170,AU=UYAR ZAFER,UYAR ZAFER,7
3171,AU=YILDIZ ZAFER,YILDIZ ZAFER,3
3172,AU=YONDEN ZAFER,YONDEN ZAFER,26
3173,AU=CETINKAYA ZAFER,CETINKAYA ZAFER,25
3174,AU=GUL ZAKIR,GUL ZAKIR,0
3175,AU=KARADAG ZAKIR,KARADAG ZAKIR,18
3176,AU=EDISAN ZEHRA,EDISAN ZEHRA,0
3177,AU=EKINCI ZEHRA,EKINCI ZEHRA,3
3178,AU=GUL ZEHRA,GUL ZEHRA,1
3179,AU=HASILOGLU ZEHRA,HASILOGLU ZEHRA,24
3180,AU=ERSOZLU ZEHRA,ERSOZLU ZEHRA,8
3181,AU=YASAR ZEHRA,YASAR ZEHRA,25
3182,AU=SENGUL ZEHRA,SENGUL ZEHRA,0
3183,AU=AKMAN ZEKERIYA,AKMAN ZEKERIYA,4
3184,AU=DOGRUYOL ZEKERIYA,DOGRUYOL ZEKERIYA,10
3185,AU=KAYA ZEKERIYA,KAYA ZEKERIYA,56
3186,AU=KUCUKDURMAZ ZEKERIYA,KUCUKDURMAZ ZEKERIYA,51
3187,AU=ULGER ZEKERIYA,ULGER ZEKERIYA,49
3188,AU=ARSLANOGLU ZEKI,ARSLANOGLU ZEKI,4
3189,AU=DEMIRCI ZEKI,DEMIRCI ZEKI,0
3190,AU=HALIS ZEKI,HALIS ZEKI,0
3191,AU=KANAY ZEKI,KANAY ZEKI,4
3192,AU=KARACA ZEKI,KARACA ZEKI,26
3193,AU=KARAKAYA ZEKI,KARAKAYA ZEKI,1
3194,AU=TUNAY ZEKI,TUNAY ZEKI,3
3195,AU=UYANIK ZEKI,UYANIK ZEKI,2
3196,AU=YILDIRIM ZEKI,YILDIRIM ZEKI,17
3197,AU=EKINCI ZELAL,EKINCI ZELAL,36
3198,AU=ACAR ZELIHA,ACAR ZELIHA,0
3199,AU=ETOZ ZELIHA,ETOZ ZELIHA,0
3200,AU=KAYAALTI ZELIHA,KAYAALTI ZELIHA,82
3201,AU=GUNES ZELIHA,GUNES ZELIHA,3
3202,AU=ZENGINERLER ZEMINE,ZENGINERLER ZEMINE,4
3203,AU=SAHIN ZERRIN,SAHIN ZERRIN,4
3204,AU=INCI ZERIFE,INCI ZERIFE,0
3205,AU=BARKOT ZEYNEP,BARKOT ZEYNEP,0
3206,AU=HATTATOGLU ZEYNEP,HATTATOGLU ZEYNEP,0
3207,AU=EMEKSIZ ZEYNEP,EMEKSIZ ZEYNEP,5
